noun_w_buah	noun_w_orang	cossim
hirarki	biang	0.12
hirarki	separatis	0.25
hirarki	mumi	0.04
hirarki	informan	0.2
hirarki	humas	0.18
hirarki	cleaning	0.09
hirarki	duda	0.03
hirarki	eksportir	0.05
hirarki	wiraswasta	0.09
hirarki	nona	0.07
hirarki	deputi	0.2
hirarki	firaun	0.14
hirarki	marinir	0.13
hirarki	inspektur	0.21
hirarki	pialang	0.14
hirarki	miliarder	0.12
hirarki	satria	0.04
hirarki	panelis	0.06
hirarki	habib	0.11
hirarki	penterjemah	0.09
hirarki	wapres	0.09
hirarki	marxis	0.24
hirarki	madam	0.19
vas	dalam	0.16
vas	tahun	0.09
vas	orang	0.06
vas	saat	0.09
vas	anak	0.12
vas	tempat	0.19
vas	diri	0.1
vas	manusia	0.05
vas	hasil	0.15
vas	masyarakat	0.03
vas	kelas	0.07
vas	hidup	0.15
vas	wanita	0.18
vas	anggota	0.09
vas	keluarga	0.14
vas	data	0.06
vas	ibu	0.08
vas	kelompok	0.12
vas	jam	0.12
vas	tim	0.08
vas	kulit	0.17
vas	bisnis	0.1
vas	siswa	0.09
vas	pihak	0.05
vas	pria	0.2
vas	media	0.11
vas	guru	0.06
vas	perempuan	0.12
vas	kepala	0.16
vas	bumi	0.07
vas	politik	0.07
vas	teman	0.15
vas	bangsa	0.09
vas	batu	0.32
vas	warga	0.02
vas	perangkat	0.12
vas	model	0.21
vas	bayi	0.15
vas	mahasiswa	0.01
vas	dokter	0.1
vas	internet	0.02
vas	raja	0.1
vas	rakyat	0.04
vas	ahli	0.08
vas	tokoh	0.09
vas	pasukan	0.05
vas	tenaga	0.05
vas	kaum	0.07
vas	istri	0.16
vas	militer	0.05
vas	karakter	0.13
vas	gadis	0.18
vas	suami	0.15
vas	calon	0.03
vas	ayah	0.09
vas	tamu	0.2
vas	individu	0.09
vas	remaja	0.12
vas	umat	-0.01
vas	mantan	0.12
vas	matahari	0.15
vas	tipe	0.12
vas	burung	0.14
vas	korban	0.1
vas	konsumen	0.05
vas	putra	0.09
vas	saudara	0.09
vas	manajemen	0.04
vas	agen	0.07
vas	tentara	0.08
vas	objek	0.14
vas	generasi	0.01
vas	putri	0.19
vas	umur	-0
vas	presiden	0.07
vas	pajak	0.09
vas	makhluk	0.13
vas	ujung	0.2
vas	pasien	0.08
vas	kelapa	0.17
vas	polisi	0.08
vas	luka	0.18
vas	suhu	0.12
vas	sahabat	0.1
vas	staf	0.08
vas	radio	0.07
vas	kampung	-0.01
vas	aktor	0.04
vas	ulama	0.06
vas	artis	0.05
vas	kontak	0.17
vas	lelaki	0.1
vas	murid	0.09
vas	ketua	0.04
vas	wakil	0.02
vas	pegawai	-0
vas	musuh	0.07
vas	adik	0.05
vas	dewa	0.15
vas	biji	0.22
vas	kakak	0.07
vas	produsen	0.12
vas	menteri	0.1
vas	profesi	0.03
vas	mitra	0.13
vas	raksasa	0.21
vas	manajer	0.05
vas	dosen	0.03
vas	sutradara	0.08
vas	buruh	0.02
vas	nenek	0.13
vas	induk	0.07
vas	rekan	0.12
vas	tetangga	0.06
vas	kuasa	0.02
vas	bandar	0.08
vas	terapi	0.17
vas	malaikat	0.07
vas	gubernur	0.13
vas	prajurit	0.1
vas	tukang	0.14
vas	operator	0.08
vas	pakar	0.03
vas	wartawan	-0.02
vas	pacar	0.22
vas	produser	0.05
vas	senior	0.01
vas	wali	0.06
vas	saksi	0.06
vas	kawan	0.02
vas	hamba	-0.05
vas	obyek	0.15
vas	seniman	0.18
vas	dewan	0.08
vas	hakim	0.03
vas	kaisar	0.12
vas	famili	0.01
vas	pahlawan	0.1
vas	investor	0.03
vas	perwira	0.08
vas	legenda	0.12
vas	eksekutif	0.04
vas	budak	0.07
vas	mama	0.07
vas	kerangka	0.25
vas	cucu	0.03
vas	tambang	0.08
vas	nelayan	0.06
vas	hantu	0.08
vas	atlet	-0.01
vas	isteri	0.11
vas	pendeta	0.1
vas	direktur	0.09
vas	politikus	-0
vas	formasi	0.18
vas	panitia	0
vas	aktivis	-0.03
vas	jenderal	0.14
vas	pilot	-0.03
vas	kandidat	0.01
vas	mayat	0.22
vas	subjek	0.1
vas	wasit	-0.02
vas	balita	0.07
vas	pangeran	0.15
vas	asisten	0.07
vas	responden	0.02
vas	juru	0.1
vas	awak	0.04
vas	distributor	0.06
vas	kakek	0.14
vas	profesor	0.15
vas	komandan	0.04
vas	kerabat	0.12
vas	komunis	0.06
vas	teroris	0.04
vas	arsitek	0.09
vas	politisi	0.03
vas	ratu	0.13
vas	desainer	0.21
vas	kapten	0.04
vas	sekutu	0.08
vas	alumni	0.05
vas	sponsor	0.08
vas	atasan	0.07
vas	vokalis	0.11
vas	santri	0.03
vas	sekretaris	0.05
vas	jurnalis	0.01
vas	kritikus	0.07
vas	oknum	-0.03
vas	konsultan	0.03
vas	turis	0.01
vas	bidan	0.01
vas	rasul	0.04
vas	iblis	0.06
vas	demonstrasi	0.06
vas	janda	0.07
vas	elit	0.06
vas	kader	0.03
vas	waris	0.03
vas	insinyur	0.02
vas	dukun	0.1
vas	audit	0
vas	duta	0.07
vas	doktor	0.03
vas	bubur	0.05
vas	intelijen	0
vas	praktisi	-0.02
vas	walikota	0.09
vas	finalis	0.13
vas	panglima	0.11
vas	imigran	0.03
vas	resepsionis	0.05
vas	delegasi	0
vas	spektrum	0.06
vas	keponakan	0.11
vas	teknisi	0.05
vas	jago	0.05
vas	kiper	0.04
vas	propaganda	0.06
vas	analis	0.11
vas	striker	0.04
vas	ekonom	0.1
vas	tuna	0.11
vas	supir	-0.01
vas	ksatria	0.16
vas	dalang	0.03
vas	wirausaha	0.05
vas	majikan	0.04
vas	administrator	-0.04
vas	pucuk	0.18
vas	kapitalis	0.11
vas	agensi	-0.01
vas	mukmin	0.03
vas	detektif	0.11
vas	jaksa	0.03
vas	kolektor	0.2
vas	macan	0.21
vas	preman	0
vas	direksi	0.09
vas	fasilitator	0.02
vas	kristen	0.08
vas	bibi	0.15
vas	pramuka	0.09
vas	botani	0.14
vas	jemaah	-0.1
vas	debitur	0.13
vas	diktator	0.09
vas	abdi	0.05
vas	lurah	-0.02
vas	milisi	0.05
vas	demonstran	0.1
vas	sandera	0.16
vas	astronot	0.09
vas	serdadu	0.08
vas	bendahara	0.1
vas	kuli	0.03
vas	kreditur	0.13
vas	biang	0.07
vas	separatis	0.04
vas	mumi	0.25
vas	informan	0.01
vas	humas	0.03
vas	cleaning	0.02
vas	duda	0.06
vas	eksportir	0.12
vas	wiraswasta	0.03
vas	nona	0.12
vas	deputi	0.1
vas	firaun	0.08
vas	marinir	0
vas	inspektur	0.06
vas	pialang	0.06
vas	miliarder	0.06
vas	satria	0.12
vas	panelis	-0.02
vas	habib	0.01
vas	penterjemah	-0.13
vas	wapres	0.05
vas	marxis	0.09
vas	madam	0.18
mikrofon	dalam	0.18
mikrofon	tahun	0.12
mikrofon	orang	0.19
mikrofon	saat	0.19
mikrofon	anak	0.12
mikrofon	tempat	0.22
mikrofon	diri	0.18
mikrofon	manusia	0.17
mikrofon	hasil	0.15
mikrofon	masyarakat	0.12
mikrofon	kelas	0.16
mikrofon	hidup	0.11
mikrofon	wanita	0.17
mikrofon	anggota	0.17
mikrofon	keluarga	0.04
mikrofon	data	0.16
mikrofon	ibu	0.05
mikrofon	kelompok	0.18
mikrofon	jam	0.11
mikrofon	tim	0.16
mikrofon	kulit	0.17
mikrofon	bisnis	0.16
mikrofon	siswa	0.16
mikrofon	pihak	0.15
mikrofon	pria	0.21
mikrofon	media	0.22
mikrofon	guru	0.15
mikrofon	perempuan	0.12
mikrofon	kepala	0.22
mikrofon	bumi	0.16
mikrofon	politik	0.18
mikrofon	teman	0.15
mikrofon	bangsa	0.06
mikrofon	batu	0.26
mikrofon	warga	0.11
mikrofon	perangkat	0.37
mikrofon	model	0.2
mikrofon	bayi	0.19
mikrofon	mahasiswa	0.16
mikrofon	dokter	0.14
mikrofon	internet	0.19
mikrofon	raja	0.11
mikrofon	rakyat	0.15
mikrofon	ahli	0.16
mikrofon	tokoh	0.13
mikrofon	pasukan	0.18
mikrofon	tenaga	0.17
mikrofon	kaum	0.08
mikrofon	istri	0.03
mikrofon	militer	0.2
mikrofon	karakter	0.15
mikrofon	gadis	0.21
mikrofon	suami	0.02
mikrofon	calon	0.12
mikrofon	ayah	0.08
mikrofon	tamu	0.15
mikrofon	individu	0.18
mikrofon	remaja	0.13
mikrofon	umat	0.19
mikrofon	mantan	0.14
mikrofon	matahari	0.11
mikrofon	tipe	0.1
mikrofon	burung	0.21
mikrofon	korban	0.06
mikrofon	konsumen	0.1
mikrofon	putra	0.09
mikrofon	saudara	0.01
mikrofon	manajemen	0.18
mikrofon	agen	0.15
mikrofon	tentara	0.2
mikrofon	objek	0.2
mikrofon	generasi	0.13
mikrofon	putri	0.09
mikrofon	umur	0.1
mikrofon	presiden	0.15
mikrofon	pajak	0.12
mikrofon	makhluk	0.13
mikrofon	ujung	0.28
mikrofon	pasien	0.15
mikrofon	kelapa	0.16
mikrofon	polisi	0.22
mikrofon	luka	0.09
mikrofon	suhu	0.15
mikrofon	sahabat	0.11
mikrofon	staf	0.17
mikrofon	radio	0.36
mikrofon	kampung	0.11
mikrofon	aktor	0.25
mikrofon	ulama	0.14
mikrofon	artis	0.21
mikrofon	kontak	0.25
mikrofon	lelaki	0.14
mikrofon	murid	0.13
mikrofon	ketua	0.12
mikrofon	wakil	0.18
mikrofon	pegawai	0.14
mikrofon	musuh	0.17
mikrofon	adik	0.05
mikrofon	dewa	0.14
mikrofon	biji	0.11
mikrofon	kakak	0.09
mikrofon	produsen	0.23
mikrofon	menteri	0.13
mikrofon	profesi	0.06
mikrofon	mitra	0.13
mikrofon	raksasa	0.18
mikrofon	manajer	0.2
mikrofon	dosen	0.15
mikrofon	sutradara	0.2
mikrofon	buruh	0.12
mikrofon	nenek	0.08
mikrofon	induk	0.1
mikrofon	rekan	0.16
mikrofon	tetangga	0.04
mikrofon	kuasa	0.15
mikrofon	bandar	0.13
mikrofon	terapi	0.17
mikrofon	malaikat	0.15
mikrofon	gubernur	0.11
mikrofon	prajurit	0.15
mikrofon	tukang	0.14
mikrofon	operator	0.19
mikrofon	pakar	0.19
mikrofon	wartawan	0.23
mikrofon	pacar	0.1
mikrofon	produser	0.26
mikrofon	senior	0.13
mikrofon	wali	0.11
mikrofon	saksi	0.18
mikrofon	kawan	0.15
mikrofon	hamba	0.09
mikrofon	obyek	0.17
mikrofon	seniman	0.17
mikrofon	dewan	0.26
mikrofon	hakim	0.18
mikrofon	kaisar	0.11
mikrofon	famili	0.07
mikrofon	pahlawan	0.08
mikrofon	investor	0.15
mikrofon	perwira	0.12
mikrofon	legenda	0.07
mikrofon	eksekutif	0.17
mikrofon	budak	0.14
mikrofon	mama	0.11
mikrofon	kerangka	0.21
mikrofon	cucu	0.02
mikrofon	tambang	0.22
mikrofon	nelayan	0.1
mikrofon	hantu	0.18
mikrofon	atlet	0.12
mikrofon	isteri	0.03
mikrofon	pendeta	0.18
mikrofon	direktur	0.19
mikrofon	politikus	0.12
mikrofon	formasi	0.19
mikrofon	panitia	0.19
mikrofon	aktivis	0.2
mikrofon	jenderal	0.09
mikrofon	pilot	0.16
mikrofon	kandidat	0.15
mikrofon	mayat	0.14
mikrofon	subjek	0.19
mikrofon	wasit	0.21
mikrofon	balita	0.12
mikrofon	pangeran	0.09
mikrofon	asisten	0.2
mikrofon	responden	0.11
mikrofon	juru	0.24
mikrofon	awak	0.18
mikrofon	distributor	0.18
mikrofon	kakek	0.1
mikrofon	profesor	0.17
mikrofon	komandan	0.18
mikrofon	kerabat	0.09
mikrofon	komunis	0.17
mikrofon	teroris	0.1
mikrofon	arsitek	0.09
mikrofon	politisi	0.2
mikrofon	ratu	0.07
mikrofon	desainer	0.14
mikrofon	kapten	0.03
mikrofon	sekutu	0.1
mikrofon	alumni	0.12
mikrofon	sponsor	0.15
mikrofon	atasan	0.14
mikrofon	vokalis	0.25
mikrofon	santri	0.11
mikrofon	sekretaris	0.16
mikrofon	jurnalis	0.16
mikrofon	kritikus	0.16
mikrofon	oknum	0.04
mikrofon	konsultan	0.16
mikrofon	turis	0.12
mikrofon	bidan	0.04
mikrofon	rasul	0.09
mikrofon	iblis	0.17
mikrofon	demonstrasi	0.21
mikrofon	janda	0.03
mikrofon	elit	0.11
mikrofon	kader	0.18
mikrofon	waris	0.01
mikrofon	insinyur	0.2
mikrofon	dukun	0.18
mikrofon	audit	0.1
mikrofon	duta	0.12
mikrofon	doktor	0.12
mikrofon	bubur	0.08
mikrofon	intelijen	0.18
mikrofon	praktisi	0.17
mikrofon	walikota	0.15
mikrofon	finalis	0.15
mikrofon	panglima	0.11
mikrofon	imigran	0.1
mikrofon	resepsionis	0.17
mikrofon	delegasi	0.2
mikrofon	spektrum	0.25
mikrofon	keponakan	0.01
mikrofon	teknisi	0.25
mikrofon	jago	0.12
mikrofon	kiper	0.15
mikrofon	propaganda	0.15
mikrofon	analis	0.15
mikrofon	striker	0.08
mikrofon	ekonom	0.08
mikrofon	tuna	0.2
mikrofon	supir	0.18
mikrofon	ksatria	0.11
mikrofon	dalang	0.15
mikrofon	wirausaha	0.1
mikrofon	majikan	0.02
mikrofon	administrator	0.09
mikrofon	pucuk	0.14
mikrofon	kapitalis	0.11
mikrofon	agensi	0.18
mikrofon	mukmin	0.08
mikrofon	detektif	0.12
mikrofon	jaksa	0.17
mikrofon	kolektor	0.12
mikrofon	macan	0.14
mikrofon	preman	0.15
mikrofon	direksi	0.21
mikrofon	fasilitator	0.18
mikrofon	kristen	0.1
mikrofon	bibi	-0
mikrofon	pramuka	0.17
mikrofon	botani	-0.03
mikrofon	jemaah	0.2
mikrofon	debitur	0.05
mikrofon	diktator	0.13
mikrofon	abdi	0.06
mikrofon	lurah	0.11
mikrofon	milisi	0.11
mikrofon	demonstran	0.23
mikrofon	sandera	0.17
mikrofon	astronot	0.18
mikrofon	serdadu	0.17
mikrofon	bendahara	0.09
mikrofon	kuli	0.11
mikrofon	kreditur	0.13
mikrofon	biang	0.04
mikrofon	separatis	0.12
mikrofon	mumi	0.06
mikrofon	informan	0.17
mikrofon	humas	0.13
mikrofon	cleaning	0.14
mikrofon	duda	-0.02
mikrofon	eksportir	0.14
mikrofon	wiraswasta	0.06
mikrofon	nona	0.08
mikrofon	deputi	0.08
mikrofon	firaun	0.01
mikrofon	marinir	0.07
mikrofon	inspektur	0.18
mikrofon	pialang	0.29
mikrofon	miliarder	0.07
mikrofon	satria	0.07
mikrofon	panelis	0.18
mikrofon	habib	0.08
mikrofon	penterjemah	0.19
mikrofon	wapres	0.11
mikrofon	marxis	0.09
mikrofon	madam	0.14
keran	dalam	0.3
keran	tahun	0.12
keran	orang	0.21
keran	saat	0.3
keran	anak	0.25
keran	tempat	0.31
keran	diri	0.22
keran	manusia	0.22
keran	hasil	0.24
keran	masyarakat	0.2
keran	kelas	0.18
keran	hidup	0.21
keran	wanita	0.18
keran	anggota	0.19
keran	keluarga	0.19
keran	data	0.24
keran	ibu	0.2
keran	kelompok	0.15
keran	jam	0.17
keran	tim	0.21
keran	kulit	0.23
keran	bisnis	0.27
keran	siswa	0.15
keran	pihak	0.19
keran	pria	0.17
keran	media	0.25
keran	guru	0.16
keran	perempuan	0.19
keran	kepala	0.26
keran	bumi	0.14
keran	politik	0.25
keran	teman	0.21
keran	bangsa	0.21
keran	batu	0.28
keran	warga	0.22
keran	perangkat	0.34
keran	model	0.25
keran	bayi	0.24
keran	mahasiswa	0.21
keran	dokter	0.14
keran	internet	0.23
keran	raja	0.11
keran	rakyat	0.23
keran	ahli	0.14
keran	tokoh	0.18
keran	pasukan	0.15
keran	tenaga	0.24
keran	kaum	0.12
keran	istri	0.17
keran	militer	0.17
keran	karakter	0.27
keran	gadis	0.15
keran	suami	0.17
keran	calon	0.17
keran	ayah	0.14
keran	tamu	0.19
keran	individu	0.16
keran	remaja	0.11
keran	umat	0.17
keran	mantan	0.23
keran	matahari	0.14
keran	tipe	0.22
keran	burung	0.21
keran	korban	0.17
keran	konsumen	0.18
keran	putra	0.14
keran	saudara	0.14
keran	manajemen	0.24
keran	agen	0.16
keran	tentara	0.16
keran	objek	0.15
keran	generasi	0.17
keran	putri	0.16
keran	umur	0.1
keran	presiden	0.19
keran	pajak	0.2
keran	makhluk	0.17
keran	ujung	0.29
keran	pasien	0.16
keran	kelapa	0.28
keran	polisi	0.15
keran	luka	0.21
keran	suhu	0.29
keran	sahabat	0.19
keran	staf	0.09
keran	radio	0.13
keran	kampung	0.14
keran	aktor	0.19
keran	ulama	0.11
keran	artis	0.11
keran	kontak	0.31
keran	lelaki	0.14
keran	murid	0.13
keran	ketua	0.17
keran	wakil	0.17
keran	pegawai	0.19
keran	musuh	0.19
keran	adik	0.18
keran	dewa	0.09
keran	biji	0.22
keran	kakak	0.17
keran	produsen	0.2
keran	menteri	0.19
keran	profesi	0.2
keran	mitra	0.25
keran	raksasa	0.19
keran	manajer	0.19
keran	dosen	0.16
keran	sutradara	0.08
keran	buruh	0.17
keran	nenek	0.14
keran	induk	0.19
keran	rekan	0.2
keran	tetangga	0.23
keran	kuasa	0.18
keran	bandar	0.15
keran	terapi	0.2
keran	malaikat	0.09
keran	gubernur	0.02
keran	prajurit	0.11
keran	tukang	0.21
keran	operator	0.21
keran	pakar	0.17
keran	wartawan	0.12
keran	pacar	0.16
keran	produser	0.17
keran	senior	0.19
keran	wali	0.08
keran	saksi	0.12
keran	kawan	0.17
keran	hamba	0.17
keran	obyek	0.14
keran	seniman	0.15
keran	dewan	0.15
keran	hakim	0.11
keran	kaisar	0.15
keran	famili	0.14
keran	pahlawan	0.17
keran	investor	0.18
keran	perwira	0.08
keran	legenda	0.16
keran	eksekutif	0.19
keran	budak	0.16
keran	mama	0.12
keran	kerangka	0.31
keran	cucu	0.12
keran	tambang	0.23
keran	nelayan	0.07
keran	hantu	0.1
keran	atlet	0.18
keran	isteri	0.16
keran	pendeta	0.1
keran	direktur	0.17
keran	politikus	0.12
keran	formasi	0.29
keran	panitia	0.13
keran	aktivis	0.16
keran	jenderal	0.1
keran	pilot	0.11
keran	kandidat	0.18
keran	mayat	0.2
keran	subjek	0.12
keran	wasit	0.2
keran	balita	0.16
keran	pangeran	0.15
keran	asisten	0.2
keran	responden	0.08
keran	juru	0.21
keran	awak	0.12
keran	distributor	0.2
keran	kakek	0.11
keran	profesor	0.14
keran	komandan	0.11
keran	kerabat	0.11
keran	komunis	0.16
keran	teroris	0.1
keran	arsitek	0.14
keran	politisi	0.12
keran	ratu	0.08
keran	desainer	0.2
keran	kapten	0.12
keran	sekutu	0.2
keran	alumni	0.19
keran	sponsor	0.15
keran	atasan	0.14
keran	vokalis	0.13
keran	santri	0.15
keran	sekretaris	0.09
keran	jurnalis	0.12
keran	kritikus	0.13
keran	oknum	0.13
keran	konsultan	0.18
keran	turis	0.11
keran	bidan	0.17
keran	rasul	0.05
keran	iblis	0.09
keran	demonstrasi	0.2
keran	janda	0.12
keran	elit	0.17
keran	kader	0.2
keran	waris	0.11
keran	insinyur	0.24
keran	dukun	0.09
keran	audit	0.13
keran	duta	0.16
keran	doktor	0.19
keran	bubur	0.17
keran	intelijen	0.13
keran	praktisi	0.15
keran	walikota	0.1
keran	finalis	0.17
keran	panglima	0.07
keran	imigran	0.08
keran	resepsionis	-0.02
keran	delegasi	0.12
keran	spektrum	0.16
keran	keponakan	0.14
keran	teknisi	0.23
keran	jago	0.14
keran	kiper	0.22
keran	propaganda	0.16
keran	analis	0.15
keran	striker	0.21
keran	ekonom	0.13
keran	tuna	0.11
keran	supir	0.11
keran	ksatria	0.1
keran	dalang	0.17
keran	wirausaha	0.18
keran	majikan	0.15
keran	administrator	0.05
keran	pucuk	0.19
keran	kapitalis	0.14
keran	agensi	0.17
keran	mukmin	0.14
keran	detektif	0.08
keran	jaksa	0.1
keran	kolektor	0.19
keran	macan	0.19
keran	preman	0.13
keran	direksi	0.16
keran	fasilitator	0.18
keran	kristen	0.13
keran	bibi	0.12
keran	pramuka	-0.01
keran	botani	0.03
keran	jemaah	0.1
keran	debitur	0.03
keran	diktator	0.18
keran	abdi	0.13
keran	lurah	0.06
keran	milisi	0.11
keran	demonstran	0.16
keran	sandera	0.16
keran	astronot	0.05
keran	serdadu	0.12
keran	bendahara	0.13
keran	kuli	0.08
keran	kreditur	0.11
keran	biang	0.19
keran	separatis	0.09
keran	mumi	0.1
keran	informan	0.08
keran	humas	0.08
keran	cleaning	0.1
keran	duda	0.04
keran	eksportir	0.18
keran	wiraswasta	0.08
keran	nona	0.09
keran	deputi	0.08
keran	firaun	0.07
keran	marinir	0.06
keran	inspektur	0.2
keran	pialang	0.12
keran	miliarder	0.17
keran	satria	0.11
keran	panelis	0.13
keran	habib	0.06
keran	penterjemah	0.1
keran	wapres	0.15
keran	marxis	0.01
keran	madam	0.12
wisma	dalam	0.14
wisma	tahun	0.09
wisma	orang	0.2
wisma	saat	0.13
wisma	anak	0.22
wisma	tempat	0.31
wisma	diri	0.19
wisma	manusia	0.18
wisma	hasil	0.11
wisma	masyarakat	0.2
wisma	kelas	0.22
wisma	hidup	0.21
wisma	wanita	0.22
wisma	anggota	0.21
wisma	keluarga	0.3
wisma	data	0.12
wisma	ibu	0.19
wisma	kelompok	0.19
wisma	jam	0.18
wisma	tim	0.25
wisma	kulit	0.13
wisma	bisnis	0.22
wisma	siswa	0.17
wisma	pihak	0.2
wisma	pria	0.21
wisma	media	0.14
wisma	guru	0.17
wisma	perempuan	0.22
wisma	kepala	0.19
wisma	bumi	0.11
wisma	politik	0.18
wisma	teman	0.22
wisma	bangsa	0.19
wisma	batu	0.2
wisma	warga	0.28
wisma	perangkat	0.15
wisma	model	0.11
wisma	bayi	0.1
wisma	mahasiswa	0.28
wisma	dokter	0.15
wisma	internet	0.15
wisma	raja	0.18
wisma	rakyat	0.15
wisma	ahli	0.12
wisma	tokoh	0.15
wisma	pasukan	0.19
wisma	tenaga	0.21
wisma	kaum	0.22
wisma	istri	0.2
wisma	militer	0.19
wisma	karakter	0.16
wisma	gadis	0.25
wisma	suami	0.2
wisma	calon	0.2
wisma	ayah	0.13
wisma	tamu	0.32
wisma	individu	0.15
wisma	remaja	0.26
wisma	umat	0.21
wisma	mantan	0.19
wisma	matahari	0.14
wisma	tipe	0.15
wisma	burung	0.2
wisma	korban	0.24
wisma	konsumen	0.08
wisma	putra	0.23
wisma	saudara	0.13
wisma	manajemen	0.19
wisma	agen	0.16
wisma	tentara	0.2
wisma	objek	0.14
wisma	generasi	0.14
wisma	putri	0.26
wisma	umur	0.1
wisma	presiden	0.17
wisma	pajak	0.16
wisma	makhluk	0.14
wisma	ujung	0.13
wisma	pasien	0.2
wisma	kelapa	0.09
wisma	polisi	0.24
wisma	luka	0.14
wisma	suhu	0.14
wisma	sahabat	0.16
wisma	staf	0.21
wisma	radio	0.13
wisma	kampung	0.25
wisma	aktor	0.13
wisma	ulama	0.08
wisma	artis	0.18
wisma	kontak	0.12
wisma	lelaki	0.22
wisma	murid	0.17
wisma	ketua	0.18
wisma	wakil	0.16
wisma	pegawai	0.27
wisma	musuh	0.1
wisma	adik	0.14
wisma	dewa	0.11
wisma	biji	0.15
wisma	kakak	0.14
wisma	produsen	0.07
wisma	menteri	0.21
wisma	profesi	0.16
wisma	mitra	0.2
wisma	raksasa	0.14
wisma	manajer	0.2
wisma	dosen	0.21
wisma	sutradara	0.09
wisma	buruh	0.26
wisma	nenek	0.15
wisma	induk	0.22
wisma	rekan	0.2
wisma	tetangga	0.22
wisma	kuasa	0.13
wisma	bandar	0.18
wisma	terapi	0.3
wisma	malaikat	0.1
wisma	gubernur	0.22
wisma	prajurit	0.25
wisma	tukang	0.23
wisma	operator	0.16
wisma	pakar	0.1
wisma	wartawan	0.2
wisma	pacar	0.16
wisma	produser	0.11
wisma	senior	0.16
wisma	wali	0.15
wisma	saksi	0.22
wisma	kawan	0.15
wisma	hamba	0.21
wisma	obyek	0.2
wisma	seniman	0.2
wisma	dewan	0.24
wisma	hakim	0.15
wisma	kaisar	0.2
wisma	famili	0.09
wisma	pahlawan	0.19
wisma	investor	0.17
wisma	perwira	0.24
wisma	legenda	0.11
wisma	eksekutif	0.22
wisma	budak	0.21
wisma	mama	0.13
wisma	kerangka	0.09
wisma	cucu	0.13
wisma	tambang	0.17
wisma	nelayan	0.2
wisma	hantu	0.22
wisma	atlet	0.39
wisma	isteri	0.19
wisma	pendeta	0.25
wisma	direktur	0.16
wisma	politikus	0.15
wisma	formasi	0.08
wisma	panitia	0.23
wisma	aktivis	0.23
wisma	jenderal	0.22
wisma	pilot	0.12
wisma	kandidat	0.13
wisma	mayat	0.2
wisma	subjek	0.07
wisma	wasit	0.12
wisma	balita	0.18
wisma	pangeran	0.25
wisma	asisten	0.17
wisma	responden	0.05
wisma	juru	0.18
wisma	awak	0.2
wisma	distributor	0.11
wisma	kakek	0.16
wisma	profesor	0.11
wisma	komandan	0.17
wisma	kerabat	0.22
wisma	komunis	0.16
wisma	teroris	0.21
wisma	arsitek	0.22
wisma	politisi	0.2
wisma	ratu	0.21
wisma	desainer	0.09
wisma	kapten	0.18
wisma	sekutu	0.12
wisma	alumni	0.24
wisma	sponsor	0.21
wisma	atasan	0.08
wisma	vokalis	0.17
wisma	santri	0.24
wisma	sekretaris	0.18
wisma	jurnalis	0.2
wisma	kritikus	0.11
wisma	oknum	0.19
wisma	konsultan	0.22
wisma	turis	0.24
wisma	bidan	0.14
wisma	rasul	0.14
wisma	iblis	0.13
wisma	demonstrasi	0.1
wisma	janda	0.24
wisma	elit	0.27
wisma	kader	0.25
wisma	waris	0.13
wisma	insinyur	0.09
wisma	dukun	0.08
wisma	audit	0.17
wisma	duta	0.22
wisma	doktor	0.15
wisma	bubur	0.18
wisma	intelijen	0.08
wisma	praktisi	0.13
wisma	walikota	0.2
wisma	finalis	0.14
wisma	panglima	0.13
wisma	imigran	0.29
wisma	resepsionis	0.2
wisma	delegasi	0.22
wisma	spektrum	0.14
wisma	keponakan	0.12
wisma	teknisi	0.17
wisma	jago	0.1
wisma	kiper	0.07
wisma	propaganda	0.06
wisma	analis	0.05
wisma	striker	0.05
wisma	ekonom	0.09
wisma	tuna	0.54
wisma	supir	0.22
wisma	ksatria	0.25
wisma	dalang	0.1
wisma	wirausaha	0.24
wisma	majikan	0.17
wisma	administrator	0.18
wisma	pucuk	0.14
wisma	kapitalis	0.12
wisma	agensi	0.1
wisma	mukmin	0.13
wisma	detektif	0.23
wisma	jaksa	0.22
wisma	kolektor	0.1
wisma	macan	0.07
wisma	preman	0.22
wisma	direksi	0.16
wisma	fasilitator	0.21
wisma	kristen	0.14
wisma	bibi	0.12
wisma	pramuka	0.34
wisma	botani	0.16
wisma	jemaah	0.28
wisma	debitur	0.18
wisma	diktator	0.08
wisma	abdi	0.19
wisma	lurah	0.19
wisma	milisi	0.16
wisma	demonstran	0.19
wisma	sandera	0.23
wisma	astronot	0.1
wisma	serdadu	0.17
wisma	bendahara	0.22
wisma	kuli	0.3
wisma	kreditur	0.14
wisma	biang	0.09
wisma	separatis	0.11
wisma	mumi	0.08
wisma	informan	0.1
wisma	humas	0.15
wisma	cleaning	0.26
wisma	duda	0.19
wisma	eksportir	0.11
wisma	wiraswasta	0.16
wisma	nona	0.21
wisma	deputi	0.18
wisma	firaun	0.06
wisma	marinir	0.16
wisma	inspektur	0.12
wisma	pialang	0.15
wisma	miliarder	0.23
wisma	satria	0.21
wisma	panelis	0.13
wisma	habib	0.14
wisma	penterjemah	0.11
wisma	wapres	0.2
wisma	marxis	0.11
wisma	madam	0.22
perda	dalam	0.2
perda	tahun	0.2
perda	orang	0.12
perda	saat	0.18
perda	anak	0.18
perda	tempat	0.23
