noun_w_orang_affixed1	noun_w_orang_affixed2	cossim
penguji	penyintas	0.15
penguji	pesepeda	0.24
penguji	hartawan	0.17
penguji	perumus	0.29
penguji	pengayom	0.16
penguji	peniup	0.21
penguji	penggalang	0.2
penguji	pembenci	0.22
penguji	pengkaji	0.34
penguji	pembebas	0.21
penguji	pesakitan	0.21
penguji	pemetik	0.16
penguji	penjilat	0.19
penguji	pencabut	0.28
penguji	pemintal	0.12
penguji	peramah	0.18
penguji	pengukir	0.21
penguji	pengejar	0.25
penguji	wiraswastawan	0.19
penguji	pemijat	0.27
penguji	pemulia	0.29
penguji	pembatik	0.18
penguji	penendang	0.27
penguji	penyimak	0.27
penguji	pelestari	0.23
penguji	penjemput	0.25
penguji	pembaru	0.19
penguji	pelahap	0.17
penguji	pesinden	0.07
penguji	penghayat	0.26
penguji	pengadu	0.33
penguji	pemasak	0.19
penguji	pembobol	0.21
penguji	penggemblengan	0.18
penguji	penghasut	0.19
penguji	penderma	0.11
penguji	pemaksa	0.25
penguji	peragu	0.28
penguji	pengekor	0.23
penguji	perayu	0.24
penguji	pendebat	0.29
penguji	pengintip	0.29
penguji	ilusionis	0.2
penguji	penyuara	0.26
penguji	penghadang	0.31
penguji	pengasah	0.33
penguji	penatar	0.35
penguji	pengutang	0.18
penguji	pembisik	0.31
penguji	pengetuk	0.33
penguji	pemberang	0.22
penguji	pembesuk	0.23
penguji	peneguh	0.28
penguji	padagang	0.24
penguji	pewirausaha	0.26
penguji	pencuriga	0.27
penguji	pengalah	0.29
penguji	pengalasan	0.25
penguji	pezikir	0.22
penguji	pengamuk	0.26
penguji	pemengaruh	0.23
pustakawan	pengunjuk	0.16
pustakawan	tamatan	0.25
pustakawan	penyembuh	0.22
pustakawan	musikus	0.27
pustakawan	rohaniwan	0.35
pustakawan	pemanah	0.23
pustakawan	penyelidik	0.27
pustakawan	penampil	0.25
pustakawan	peranakan	0.15
pustakawan	suruhan	0.11
pustakawan	pemudik	0.16
pustakawan	titisan	0.1
pustakawan	usahawan	0.34
pustakawan	pelapor	0.2
pustakawan	pemahat	0.25
pustakawan	penunggu	0.24
pustakawan	penurut	0.19
pustakawan	pengusul	0.26
pustakawan	pemimpi	0.18
pustakawan	penyusup	0.13
pustakawan	pemungut	0.33
pustakawan	penceramah	0.23
pustakawan	penggarap	0.21
pustakawan	pengelana	0.3
pustakawan	pelupa	0.17
pustakawan	perupa	0.2
pustakawan	penyendiri	0.26
pustakawan	pezina	0.13
pustakawan	pemateri	0.26
pustakawan	bujangan	0.13
pustakawan	penggali	0.21
pustakawan	petapa	0.19
pustakawan	penukar	0.17
pustakawan	penyabar	0.18
pustakawan	asongan	0.17
pustakawan	pelempar	0.22
pustakawan	pemerkosa	0.2
pustakawan	pemborong	0.19
pustakawan	pendemo	0.16
pustakawan	pencerita	0.27
pustakawan	penyelundup	0.13
pustakawan	penganggur	0.25
pustakawan	penggiling	0.24
pustakawan	penterjemah	0.36
pustakawan	pengulas	0.21
pustakawan	penagih	0.25
pustakawan	penyintas	0.21
pustakawan	pesepeda	0.16
pustakawan	hartawan	0.24
pustakawan	perumus	0.26
pustakawan	pengayom	0.28
pustakawan	peniup	0.21
pustakawan	penggalang	0.22
pustakawan	pembenci	0.3
pustakawan	pengkaji	0.35
pustakawan	pembebas	0.21
pustakawan	pesakitan	0.3
pustakawan	pemetik	0.23
pustakawan	penjilat	0.31
pustakawan	pencabut	0.19
pustakawan	pemintal	0.22
pustakawan	peramah	0.25
pustakawan	pengukir	0.25
pustakawan	pengejar	0.25
pustakawan	wiraswastawan	0.32
pustakawan	pemijat	0.28
pustakawan	pemulia	0.21
pustakawan	pembatik	0.24
pustakawan	penendang	0.18
pustakawan	penyimak	0.18
pustakawan	pelestari	0.3
pustakawan	penjemput	0.19
pustakawan	pembaru	0.25
pustakawan	pelahap	0.26
pustakawan	pesinden	0.23
pustakawan	penghayat	0.18
pustakawan	pengadu	0.27
pustakawan	pemasak	0.27
pustakawan	pembobol	0.16
pustakawan	penggemblengan	0.19
pustakawan	penghasut	0.22
pustakawan	penderma	0.22
pustakawan	pemaksa	0.21
pustakawan	peragu	0.16
pustakawan	pengekor	0.21
pustakawan	perayu	0.26
pustakawan	pendebat	0.32
pustakawan	pengintip	0.2
pustakawan	ilusionis	0.2
pustakawan	penyuara	0.27
pustakawan	penghadang	0.17
pustakawan	pengasah	0.31
pustakawan	penatar	0.33
pustakawan	pengutang	0.2
pustakawan	pembisik	0.29
pustakawan	pengetuk	0.26
pustakawan	pemberang	0.3
pustakawan	pembesuk	0.25
pustakawan	peneguh	0.24
pustakawan	padagang	0.25
pustakawan	pewirausaha	0.35
pustakawan	pencuriga	0.26
pustakawan	pengalah	0.33
pustakawan	pengalasan	0.3
pustakawan	pezikir	0.2
pustakawan	pengamuk	0.23
pustakawan	pemengaruh	0.21
pengunjuk	tamatan	0.06
pengunjuk	penyembuh	0.12
pengunjuk	musikus	0.16
pengunjuk	rohaniwan	0.18
pengunjuk	pemanah	0.17
pengunjuk	penyelidik	0.23
pengunjuk	penampil	0.23
pengunjuk	peranakan	0.08
pengunjuk	suruhan	0.1
pengunjuk	pemudik	0.24
pengunjuk	titisan	0.04
pengunjuk	usahawan	0.15
pengunjuk	pelapor	0.3
pengunjuk	pemahat	0.11
pengunjuk	penunggu	0.14
pengunjuk	penurut	0.06
pengunjuk	pengusul	0.2
pengunjuk	pemimpi	0.16
pengunjuk	penyusup	0.27
pengunjuk	pemungut	0.17
pengunjuk	penceramah	0.2
pengunjuk	penggarap	0.21
pengunjuk	pengelana	0.18
pengunjuk	pelupa	-0
pengunjuk	perupa	0.21
pengunjuk	penyendiri	0.12
pengunjuk	pezina	0.1
pengunjuk	pemateri	0.26
pengunjuk	bujangan	0.04
pengunjuk	penggali	0.17
pengunjuk	petapa	0.15
pengunjuk	penukar	0.15
pengunjuk	penyabar	0.07
pengunjuk	asongan	0.24
pengunjuk	pelempar	0.23
pengunjuk	pemerkosa	0.23
pengunjuk	pemborong	0.17
pengunjuk	pendemo	0.65
pengunjuk	pencerita	0.13
pengunjuk	penyelundup	0.24
pengunjuk	penganggur	0.17
pengunjuk	penggiling	0.21
pengunjuk	penterjemah	0.1
pengunjuk	pengulas	0.22
pengunjuk	penagih	0.17
pengunjuk	penyintas	0.24
pengunjuk	pesepeda	0.21
pengunjuk	hartawan	0.12
pengunjuk	perumus	0.14
pengunjuk	pengayom	0.2
pengunjuk	peniup	0.17
pengunjuk	penggalang	0.18
pengunjuk	pembenci	0.25
pengunjuk	pengkaji	0.15
pengunjuk	pembebas	0.22
pengunjuk	pesakitan	0.11
pengunjuk	pemetik	0.15
pengunjuk	penjilat	0.15
pengunjuk	pencabut	0.21
pengunjuk	pemintal	0.08
pengunjuk	peramah	0.12
pengunjuk	pengukir	0.17
pengunjuk	pengejar	0.17
pengunjuk	wiraswastawan	0.17
pengunjuk	pemijat	0.13
pengunjuk	pemulia	0.16
pengunjuk	pembatik	0.09
pengunjuk	penendang	0.13
pengunjuk	penyimak	0.17
pengunjuk	pelestari	0.1
pengunjuk	penjemput	0.23
pengunjuk	pembaru	0.17
pengunjuk	pelahap	0.07
pengunjuk	pesinden	0.11
pengunjuk	penghayat	0.17
pengunjuk	pengadu	0.27
pengunjuk	pemasak	0.1
pengunjuk	pembobol	0.22
pengunjuk	penggemblengan	0.08
pengunjuk	penghasut	0.23
pengunjuk	penderma	0.12
pengunjuk	pemaksa	0.17
pengunjuk	peragu	0.16
pengunjuk	pengekor	0.14
pengunjuk	perayu	0.08
pengunjuk	pendebat	0.23
pengunjuk	pengintip	0.09
pengunjuk	ilusionis	0.2
pengunjuk	penyuara	0.24
pengunjuk	penghadang	0.27
pengunjuk	pengasah	0.14
pengunjuk	penatar	0.17
pengunjuk	pengutang	0.24
pengunjuk	pembisik	0.21
pengunjuk	pengetuk	0.23
pengunjuk	pemberang	0.19
pengunjuk	pembesuk	0.26
pengunjuk	peneguh	0.12
pengunjuk	padagang	0.21
pengunjuk	pewirausaha	0.2
pengunjuk	pencuriga	0.21
pengunjuk	pengalah	0.2
pengunjuk	pengalasan	0.21
pengunjuk	pezikir	0.22
pengunjuk	pengamuk	0.29
pengunjuk	pemengaruh	0.2
tamatan	penyembuh	0.1
tamatan	musikus	0.29
tamatan	rohaniwan	0.22
tamatan	pemanah	0.13
tamatan	penyelidik	0.17
tamatan	penampil	0.19
tamatan	peranakan	0.19
tamatan	suruhan	0.12
tamatan	pemudik	0.16
tamatan	titisan	0.08
tamatan	usahawan	0.29
tamatan	pelapor	0.14
tamatan	pemahat	0.17
tamatan	penunggu	0.18
tamatan	penurut	0.17
tamatan	pengusul	0.2
tamatan	pemimpi	0.22
tamatan	penyusup	0.09
tamatan	pemungut	0.16
tamatan	penceramah	0.23
tamatan	penggarap	0.27
tamatan	pengelana	0.19
tamatan	pelupa	0.12
tamatan	perupa	0.18
tamatan	penyendiri	0.2
tamatan	pezina	0.17
tamatan	pemateri	0.17
tamatan	bujangan	0.33
tamatan	penggali	0.27
tamatan	petapa	0.13
tamatan	penukar	0.16
tamatan	penyabar	0.17
tamatan	asongan	0.21
tamatan	pelempar	0.16
tamatan	pemerkosa	0.23
tamatan	pemborong	0.28
tamatan	pendemo	0.09
tamatan	pencerita	0.19
tamatan	penyelundup	0.15
tamatan	penganggur	0.45
tamatan	penggiling	0.17
tamatan	penterjemah	0.25
tamatan	pengulas	0.11
tamatan	penagih	0.13
tamatan	penyintas	0.16
tamatan	pesepeda	0.04
tamatan	hartawan	0.19
tamatan	perumus	0.2
tamatan	pengayom	0.13
tamatan	peniup	0.28
tamatan	penggalang	0.21
tamatan	pembenci	0.11
tamatan	pengkaji	0.21
tamatan	pembebas	0.16
tamatan	pesakitan	0.14
tamatan	pemetik	0.26
tamatan	penjilat	0.2
tamatan	pencabut	0.09
tamatan	pemintal	0.12
tamatan	peramah	0.14
tamatan	pengukir	0.17
tamatan	pengejar	0.26
tamatan	wiraswastawan	0.36
tamatan	pemijat	0.2
tamatan	pemulia	0.23
tamatan	pembatik	0.24
tamatan	penendang	0.17
tamatan	penyimak	0.18
tamatan	pelestari	0.14
tamatan	penjemput	0.17
tamatan	pembaru	0.26
tamatan	pelahap	0.15
tamatan	pesinden	0.23
tamatan	penghayat	0.2
tamatan	pengadu	0.17
tamatan	pemasak	0.29
tamatan	pembobol	0.15
tamatan	penggemblengan	0.29
tamatan	penghasut	0.11
tamatan	penderma	0.09
tamatan	pemaksa	0.14
tamatan	peragu	0.12
tamatan	pengekor	0.19
tamatan	perayu	0.18
tamatan	pendebat	0.18
tamatan	pengintip	0.13
tamatan	ilusionis	0.08
tamatan	penyuara	0.17
tamatan	penghadang	0.08
tamatan	pengasah	0.24
tamatan	penatar	0.23
tamatan	pengutang	0.17
tamatan	pembisik	0.13
tamatan	pengetuk	0.22
tamatan	pemberang	0.22
tamatan	pembesuk	0.14
tamatan	peneguh	0.16
tamatan	padagang	0.21
tamatan	pewirausaha	0.33
tamatan	pencuriga	0.18
tamatan	pengalah	0.26
tamatan	pengalasan	0.22
tamatan	pezikir	0.14
tamatan	pengamuk	0.17
tamatan	pemengaruh	0.13
penyembuh	musikus	0.23
penyembuh	rohaniwan	0.29
penyembuh	pemanah	0.24
penyembuh	penyelidik	0.22
penyembuh	penampil	0.26
penyembuh	peranakan	0.18
penyembuh	suruhan	0.1
penyembuh	pemudik	0.14
penyembuh	titisan	0.28
penyembuh	usahawan	0.21
penyembuh	pelapor	0.19
penyembuh	pemahat	0.26
penyembuh	penunggu	0.24
penyembuh	penurut	0.22
penyembuh	pengusul	0.15
penyembuh	pemimpi	0.22
penyembuh	penyusup	0.18
penyembuh	pemungut	0.22
penyembuh	penceramah	0.29
penyembuh	penggarap	0.19
penyembuh	pengelana	0.32
penyembuh	pelupa	0.25
penyembuh	perupa	0.15
penyembuh	penyendiri	0.25
penyembuh	pezina	0.14
penyembuh	pemateri	0.22
penyembuh	bujangan	0.13
penyembuh	penggali	0.27
penyembuh	petapa	0.24
penyembuh	penukar	0.27
penyembuh	penyabar	0.27
penyembuh	asongan	0.17
penyembuh	pelempar	0.23
penyembuh	pemerkosa	0.23
penyembuh	pemborong	0.1
penyembuh	pendemo	0.15
penyembuh	pencerita	0.28
penyembuh	penyelundup	0.21
penyembuh	penganggur	0.19
penyembuh	penggiling	0.21
penyembuh	penterjemah	0.24
penyembuh	pengulas	0.21
penyembuh	penagih	0.16
penyembuh	penyintas	0.25
penyembuh	pesepeda	0.12
penyembuh	hartawan	0.21
penyembuh	perumus	0.14
penyembuh	pengayom	0.3
penyembuh	peniup	0.22
penyembuh	penggalang	0.22
penyembuh	pembenci	0.27
penyembuh	pengkaji	0.24
penyembuh	pembebas	0.29
penyembuh	pesakitan	0.32
penyembuh	pemetik	0.19
penyembuh	penjilat	0.19
penyembuh	pencabut	0.35
penyembuh	pemintal	0.23
penyembuh	peramah	0.23
penyembuh	pengukir	0.31
penyembuh	pengejar	0.2
penyembuh	wiraswastawan	0.16
penyembuh	pemijat	0.34
penyembuh	pemulia	0.28
penyembuh	pembatik	0.17
penyembuh	penendang	0.24
penyembuh	penyimak	0.19
penyembuh	pelestari	0.31
penyembuh	penjemput	0.21
penyembuh	pembaru	0.36
penyembuh	pelahap	0.24
penyembuh	pesinden	0.19
penyembuh	penghayat	0.31
penyembuh	pengadu	0.18
penyembuh	pemasak	0.31
penyembuh	pembobol	0.22
penyembuh	penggemblengan	0.29
penyembuh	penghasut	0.26
penyembuh	penderma	0.25
penyembuh	pemaksa	0.19
penyembuh	peragu	0.19
penyembuh	pengekor	0.17
penyembuh	perayu	0.28
penyembuh	pendebat	0.27
penyembuh	pengintip	0.19
penyembuh	ilusionis	0.27
penyembuh	penyuara	0.26
penyembuh	penghadang	0.26
penyembuh	pengasah	0.34
penyembuh	penatar	0.29
penyembuh	pengutang	0.13
penyembuh	pembisik	0.25
penyembuh	pengetuk	0.31
penyembuh	pemberang	0.38
penyembuh	pembesuk	0.29
penyembuh	peneguh	0.4
penyembuh	padagang	0.27
penyembuh	pewirausaha	0.24
penyembuh	pencuriga	0.25
penyembuh	pengalah	0.39
penyembuh	pengalasan	0.35
penyembuh	pezikir	0.31
penyembuh	pengamuk	0.31
penyembuh	pemengaruh	0.26
musikus	rohaniwan	0.31
musikus	pemanah	0.18
musikus	penyelidik	0.25
musikus	penampil	0.33
musikus	peranakan	0.27
musikus	suruhan	0.11
musikus	pemudik	0.17
musikus	titisan	0.16
musikus	usahawan	0.36
musikus	pelapor	0.11
musikus	pemahat	0.36
musikus	penunggu	0.15
musikus	penurut	0.16
musikus	pengusul	0.25
musikus	pemimpi	0.19
musikus	penyusup	0.07
musikus	pemungut	0.23
musikus	penceramah	0.34
musikus	penggarap	0.26
musikus	pengelana	0.26
musikus	pelupa	0.05
musikus	perupa	0.37
musikus	penyendiri	0.15
musikus	pezina	0.23
musikus	pemateri	0.18
musikus	bujangan	0.13
musikus	penggali	0.23
musikus	petapa	0.12
musikus	penukar	0.15
musikus	penyabar	0.18
musikus	asongan	0.16
musikus	pelempar	0.22
musikus	pemerkosa	0.21
musikus	pemborong	0.22
musikus	pendemo	0.21
musikus	pencerita	0.29
musikus	penyelundup	0.18
musikus	penganggur	0.2
musikus	penggiling	0.21
musikus	penterjemah	0.31
musikus	pengulas	0.23
musikus	penagih	0.15
musikus	penyintas	0.23
musikus	pesepeda	0.28
musikus	hartawan	0.25
musikus	perumus	0.24
musikus	pengayom	0.17
musikus	peniup	0.29
musikus	penggalang	0.23
musikus	pembenci	0.24
musikus	pengkaji	0.32
musikus	pembebas	0.23
musikus	pesakitan	0.15
musikus	pemetik	0.26
musikus	penjilat	0.19
musikus	pencabut	0.19
musikus	pemintal	0.19
musikus	peramah	0.21
musikus	pengukir	0.29
musikus	pengejar	0.11
musikus	wiraswastawan	0.27
musikus	pemijat	0.23
musikus	pemulia	0.34
musikus	pembatik	0.27
musikus	penendang	0.21
musikus	penyimak	0.24
musikus	pelestari	0.28
musikus	penjemput	0.21
musikus	pembaru	0.37
musikus	pelahap	0.21
musikus	pesinden	0.37
musikus	penghayat	0.32
musikus	pengadu	0.13
musikus	pemasak	0.28
musikus	pembobol	0.11
musikus	penggemblengan	0.22
musikus	penghasut	0.3
musikus	penderma	0.24
musikus	pemaksa	0.24
musikus	peragu	0.08
musikus	pengekor	0.27
musikus	perayu	0.21
musikus	pendebat	0.28
musikus	pengintip	0.19
musikus	ilusionis	0.29
musikus	penyuara	0.3
musikus	penghadang	0.14
musikus	pengasah	0.22
musikus	penatar	0.19
musikus	pengutang	0.19
musikus	pembisik	0.19
musikus	pengetuk	0.21
musikus	pemberang	0.25
musikus	pembesuk	0.19
musikus	peneguh	0.19
musikus	padagang	0.22
musikus	pewirausaha	0.27
musikus	pencuriga	0.16
musikus	pengalah	0.32
musikus	pengalasan	0.28
musikus	pezikir	0.25
musikus	pengamuk	0.28
musikus	pemengaruh	0.26
rohaniwan	pemanah	0.25
rohaniwan	penyelidik	0.3
rohaniwan	penampil	0.17
rohaniwan	peranakan	0.18
rohaniwan	suruhan	0.12
rohaniwan	pemudik	0.22
rohaniwan	titisan	0.15
rohaniwan	usahawan	0.33
rohaniwan	pelapor	0.19
rohaniwan	pemahat	0.3
rohaniwan	penunggu	0.21
rohaniwan	penurut	0.16
rohaniwan	pengusul	0.22
rohaniwan	pemimpi	0.27
rohaniwan	penyusup	0.2
rohaniwan	pemungut	0.25
rohaniwan	penceramah	0.31
rohaniwan	penggarap	0.27
rohaniwan	pengelana	0.32
rohaniwan	pelupa	0.08
rohaniwan	perupa	0.19
rohaniwan	penyendiri	0.24
rohaniwan	pezina	0.24
rohaniwan	pemateri	0.18
rohaniwan	bujangan	0.28
rohaniwan	penggali	0.17
rohaniwan	petapa	0.36
rohaniwan	penukar	0.16
rohaniwan	penyabar	0.22
rohaniwan	asongan	0.26
rohaniwan	pelempar	0.24
rohaniwan	pemerkosa	0.26
rohaniwan	pemborong	0.18
rohaniwan	pendemo	0.16
rohaniwan	pencerita	0.19
rohaniwan	penyelundup	0.27
rohaniwan	penganggur	0.28
rohaniwan	penggiling	0.17
rohaniwan	penterjemah	0.27
rohaniwan	pengulas	0.23
rohaniwan	penagih	0.19
rohaniwan	penyintas	0.2
rohaniwan	pesepeda	0.21
rohaniwan	hartawan	0.36
rohaniwan	perumus	0.15
rohaniwan	pengayom	0.38
rohaniwan	peniup	0.18
rohaniwan	penggalang	0.33
rohaniwan	pembenci	0.28
rohaniwan	pengkaji	0.3
rohaniwan	pembebas	0.24
rohaniwan	pesakitan	0.27
rohaniwan	pemetik	0.22
rohaniwan	penjilat	0.3
rohaniwan	pencabut	0.14
rohaniwan	pemintal	0.23
rohaniwan	peramah	0.15
rohaniwan	pengukir	0.19
rohaniwan	pengejar	0.22
rohaniwan	wiraswastawan	0.31
rohaniwan	pemijat	0.22
rohaniwan	pemulia	0.35
rohaniwan	pembatik	0.25
rohaniwan	penendang	0.21
rohaniwan	penyimak	0.17
rohaniwan	pelestari	0.26
rohaniwan	penjemput	0.2
rohaniwan	pembaru	0.39
rohaniwan	pelahap	0.21
rohaniwan	pesinden	0.27
rohaniwan	penghayat	0.31
rohaniwan	pengadu	0.22
rohaniwan	pemasak	0.23
rohaniwan	pembobol	0.16
rohaniwan	penggemblengan	0.26
rohaniwan	penghasut	0.41
rohaniwan	penderma	0.26
rohaniwan	pemaksa	0.27
rohaniwan	peragu	0.19
rohaniwan	pengekor	0.21
rohaniwan	perayu	0.2
rohaniwan	pendebat	0.39
rohaniwan	pengintip	0.19
rohaniwan	ilusionis	0.29
rohaniwan	penyuara	0.33
rohaniwan	penghadang	0.19
rohaniwan	pengasah	0.21
rohaniwan	penatar	0.31
rohaniwan	pengutang	0.23
rohaniwan	pembisik	0.28
rohaniwan	pengetuk	0.26
rohaniwan	pemberang	0.32
rohaniwan	pembesuk	0.26
rohaniwan	peneguh	0.3
rohaniwan	padagang	0.25
rohaniwan	pewirausaha	0.28
rohaniwan	pencuriga	0.27
rohaniwan	pengalah	0.27
rohaniwan	pengalasan	0.31
rohaniwan	pezikir	0.32
rohaniwan	pengamuk	0.32
rohaniwan	pemengaruh	0.24
pemanah	penyelidik	0.12
pemanah	penampil	0.14
pemanah	peranakan	0.14
pemanah	suruhan	0.15
pemanah	pemudik	0.29
pemanah	titisan	0.16
pemanah	usahawan	0.25
pemanah	pelapor	0.1
pemanah	pemahat	0.31
pemanah	penunggu	0.21
pemanah	penurut	0.12
pemanah	pengusul	0.17
pemanah	pemimpi	0.21
pemanah	penyusup	0.2
pemanah	pemungut	0.28
pemanah	penceramah	0.19
pemanah	penggarap	0.24
pemanah	pengelana	0.31
pemanah	pelupa	0.12
pemanah	perupa	0.17
pemanah	penyendiri	0.24
pemanah	pezina	0.08
pemanah	pemateri	0.14
pemanah	bujangan	0.17
pemanah	penggali	0.29
pemanah	petapa	0.28
pemanah	penukar	0.18
pemanah	penyabar	0.2
pemanah	asongan	0.08
pemanah	pelempar	0.46
pemanah	pemerkosa	0.17
pemanah	pemborong	0.19
pemanah	pendemo	0.21
pemanah	pencerita	0.31
pemanah	penyelundup	0.23
pemanah	penganggur	0.16
pemanah	penggiling	0.22
pemanah	penterjemah	0.24
pemanah	pengulas	0.17
pemanah	penagih	0.18
pemanah	penyintas	0.22
pemanah	pesepeda	0.3
pemanah	hartawan	0.31
pemanah	perumus	0.2
pemanah	pengayom	0.25
pemanah	peniup	0.19
pemanah	penggalang	0.31
pemanah	pembenci	0.27
pemanah	pengkaji	0.21
pemanah	pembebas	0.18
pemanah	pesakitan	0.2
pemanah	pemetik	0.26
pemanah	penjilat	0.24
pemanah	pencabut	0.23
pemanah	pemintal	0.25
pemanah	peramah	0.19
pemanah	pengukir	0.3
pemanah	pengejar	0.38
pemanah	wiraswastawan	0.16
pemanah	pemijat	0.22
pemanah	pemulia	0.26
pemanah	pembatik	0.21
pemanah	penendang	0.33
pemanah	penyimak	0.15
pemanah	pelestari	0.24
pemanah	penjemput	0.21
pemanah	pembaru	0.21
pemanah	pelahap	0.25
pemanah	pesinden	0.2
pemanah	penghayat	0.17
pemanah	pengadu	0.17
pemanah	pemasak	0.25
pemanah	pembobol	0.24
pemanah	penggemblengan	0.25
pemanah	penghasut	0.21
pemanah	penderma	0.24
pemanah	pemaksa	0.13
pemanah	peragu	0.19
pemanah	pengekor	0.23
pemanah	perayu	0.31
pemanah	pendebat	0.26
pemanah	pengintip	0.22
pemanah	ilusionis	0.25
pemanah	penyuara	0.23
pemanah	penghadang	0.35
pemanah	pengasah	0.25
pemanah	penatar	0.27
pemanah	pengutang	0.24
pemanah	pembisik	0.27
pemanah	pengetuk	0.27
pemanah	pemberang	0.33
pemanah	pembesuk	0.1
pemanah	peneguh	0.24
pemanah	padagang	0.23
pemanah	pewirausaha	0.23
pemanah	pencuriga	0.24
pemanah	pengalah	0.35
pemanah	pengalasan	0.37
pemanah	pezikir	0.28
pemanah	pengamuk	0.35
pemanah	pemengaruh	0.27
penyelidik	penampil	0.18
penyelidik	peranakan	0.15
penyelidik	suruhan	0.23
penyelidik	pemudik	0.17
penyelidik	titisan	0.13
penyelidik	usahawan	0.34
penyelidik	pelapor	0.36
penyelidik	pemahat	0.24
penyelidik	penunggu	0.24
penyelidik	penurut	0.19
penyelidik	pengusul	0.3
penyelidik	pemimpi	0.23
penyelidik	penyusup	0.24
penyelidik	pemungut	0.28
penyelidik	penceramah	0.3
penyelidik	penggarap	0.17
penyelidik	pengelana	0.29
penyelidik	pelupa	0.17
penyelidik	perupa	0.16
penyelidik	penyendiri	0.22
penyelidik	pezina	0.06
penyelidik	pemateri	0.21
penyelidik	bujangan	0.08
penyelidik	penggali	0.38
penyelidik	petapa	0.21
penyelidik	penukar	0.09
penyelidik	penyabar	0.16
penyelidik	asongan	0.1
penyelidik	pelempar	0.17
penyelidik	pemerkosa	0.21
penyelidik	pemborong	0.18
penyelidik	pendemo	0.23
penyelidik	pencerita	0.25
penyelidik	penyelundup	0.26
penyelidik	penganggur	0.2
penyelidik	penggiling	0.18
penyelidik	penterjemah	0.3
penyelidik	pengulas	0.32
penyelidik	penagih	0.31
penyelidik	penyintas	0.35
penyelidik	pesepeda	0.21
penyelidik	hartawan	0.23
penyelidik	perumus	0.32
penyelidik	pengayom	0.19
penyelidik	peniup	0.22
penyelidik	penggalang	0.34
penyelidik	pembenci	0.22
penyelidik	pengkaji	0.55
penyelidik	pembebas	0.18
penyelidik	pesakitan	0.24
penyelidik	pemetik	0.19
penyelidik	penjilat	0.24
penyelidik	pencabut	0.17
penyelidik	pemintal	0.15
penyelidik	peramah	0.19
penyelidik	pengukir	0.26
penyelidik	pengejar	0.29
penyelidik	wiraswastawan	0.25
penyelidik	pemijat	0.19
penyelidik	pemulia	0.23
penyelidik	pembatik	0.19
penyelidik	penendang	0.14
penyelidik	penyimak	0.27
penyelidik	pelestari	0.25
penyelidik	penjemput	0.31
penyelidik	pembaru	0.26
penyelidik	pelahap	0.21
penyelidik	pesinden	0.15
penyelidik	penghayat	0.19
penyelidik	pengadu	0.3
penyelidik	pemasak	0.24
penyelidik	pembobol	0.22
penyelidik	penggemblengan	0.22
penyelidik	penghasut	0.29
penyelidik	penderma	0.17
penyelidik	pemaksa	0.28
penyelidik	peragu	0.26
penyelidik	pengekor	0.2
penyelidik	perayu	0.18
penyelidik	pendebat	0.28
penyelidik	pengintip	0.25
penyelidik	ilusionis	0.3
penyelidik	penyuara	0.24
penyelidik	penghadang	0.27
penyelidik	pengasah	0.28
penyelidik	penatar	0.28
penyelidik	pengutang	0.21
penyelidik	pembisik	0.32
penyelidik	pengetuk	0.3
penyelidik	pemberang	0.27
penyelidik	pembesuk	0.25
penyelidik	peneguh	0.3
penyelidik	padagang	0.27
penyelidik	pewirausaha	0.26
penyelidik	pencuriga	0.33
penyelidik	pengalah	0.26
penyelidik	pengalasan	0.32
penyelidik	pezikir	0.2
penyelidik	pengamuk	0.28
penyelidik	pemengaruh	0.22
penampil	peranakan	0.14
penampil	suruhan	0.12
penampil	pemudik	0.2
penampil	titisan	0.17
penampil	usahawan	0.16
penampil	pelapor	0.21
penampil	pemahat	0.25
penampil	penunggu	0.22
penampil	penurut	0.17
penampil	pengusul	0.17
penampil	pemimpi	0.18
penampil	penyusup	0.24
penampil	pemungut	0.17
penampil	penceramah	0.21
penampil	penggarap	0.3
penampil	pengelana	0.1
penampil	pelupa	0.08
penampil	perupa	0.36
penampil	penyendiri	0.2
penampil	pezina	0.12
penampil	pemateri	0.31
penampil	bujangan	0.14
penampil	penggali	0.3
penampil	petapa	0.17
penampil	penukar	0.25
penampil	penyabar	0.11
penampil	asongan	0.17
penampil	pelempar	0.2
penampil	pemerkosa	0.22
penampil	pemborong	0.13
penampil	pendemo	0.22
penampil	pencerita	0.34
penampil	penyelundup	0.16
penampil	penganggur	0.22
penampil	penggiling	0.15
penampil	penterjemah	0.23
penampil	pengulas	0.35
penampil	penagih	0.18
penampil	penyintas	0.14
penampil	pesepeda	0.25
penampil	hartawan	0.13
penampil	perumus	0.28
penampil	pengayom	0.17
penampil	peniup	0.22
penampil	penggalang	0.24
penampil	pembenci	0.25
penampil	pengkaji	0.24
penampil	pembebas	0.22
penampil	pesakitan	0.19
penampil	pemetik	0.24
penampil	penjilat	0.17
penampil	pencabut	0.2
penampil	pemintal	0.17
penampil	peramah	0.14
penampil	pengukir	0.27
penampil	pengejar	0.19
penampil	wiraswastawan	0.16
penampil	pemijat	0.24
penampil	pemulia	0.17
penampil	pembatik	0.23
penampil	penendang	0.29
penampil	penyimak	0.29
penampil	pelestari	0.27
penampil	penjemput	0.25
penampil	pembaru	0.27
penampil	pelahap	0.17
penampil	pesinden	0.26
penampil	penghayat	0.28
