noun_w_orang_noaffix	noun_w_orang_affixed	cossim
intelijen	kepercayaan	0.27
intelijen	pemuda	0.24
intelijen	penumpang	0.21
intelijen	pimpinan	0.36
intelijen	pembaca	0.25
intelijen	kekurangan	0.15
intelijen	pejabat	0.41
intelijen	campuran	0.24
intelijen	pelaku	0.37
intelijen	peneliti	0.32
intelijen	pengusaha	0.28
intelijen	pendukung	0.37
intelijen	petunjuk	0.24
intelijen	pemenang	0.18
intelijen	petugas	0.38
intelijen	perbaikan	0.2
intelijen	pelatih	0.28
intelijen	pedagang	0.25
intelijen	pelajar	0.25
intelijen	pengurus	0.24
intelijen	jurusan	0.22
intelijen	ilmuwan	0.33
intelijen	pendiri	0.27
intelijen	angkatan	0.34
intelijen	sasaran	0.26
intelijen	pembuat	0.29
intelijen	penjual	0.23
intelijen	pengganti	0.18
intelijen	perwakilan	0.31
intelijen	lulusan	0.25
intelijen	pembeli	0.18
intelijen	penerima	0.24
intelijen	pergerakan	0.34
intelijen	pemegang	0.24
intelijen	penyedia	0.27
intelijen	penjaga	0.31
intelijen	pencari	0.27
intelijen	pembawa	0.25
intelijen	undangan	0.14
intelijen	cadangan	0.31
intelijen	pemeran	0.3
intelijen	bangsawan	0.16
intelijen	pembantu	0.28
intelijen	pengarang	0.28
intelijen	pengelola	0.31
intelijen	pejuang	0.35
intelijen	tahanan	0.33
intelijen	pengikut	0.19
intelijen	rombongan	0.17
intelijen	pengajar	0.23
intelijen	pendidik	0.25
intelijen	penghuni	0.18
intelijen	pengembang	0.27
intelijen	jajaran	0.28
intelijen	pembuka	0.2
intelijen	penari	0.12
intelijen	pemberi	0.22
intelijen	pelayan	0.17
intelijen	pendatang	0.25
intelijen	pembunuh	0.31
intelijen	penyelenggara	0.35
intelijen	turunan	0.11
intelijen	pelukis	0.24
intelijen	utusan	0.25
intelijen	pembiayaan	0.3
intelijen	pengacara	0.29
intelijen	perawat	0.27
intelijen	penganut	0.25
intelijen	pengamat	0.42
intelijen	penghubung	0.27
intelijen	pesaing	0.25
intelijen	pengawas	0.33
intelijen	penjahat	0.37
intelijen	pelaksana	0.36
intelijen	kebangsaan	0.27
intelijen	pembicara	0.21
intelijen	pengantar	0.22
intelijen	pendengar	0.24
intelijen	pendamping	0.19
intelijen	pewaris	0.16
intelijen	pengungsi	0.27
intelijen	pengendara	0.17
intelijen	pencuri	0.23
intelijen	pemburu	0.34
intelijen	pengawal	0.34
intelijen	penemu	0.2
intelijen	pengemudi	0.18
intelijen	penerjemah	0.3
intelijen	pemandu	0.25
intelijen	tawanan	0.3
intelijen	penegak	0.45
intelijen	penutur	0.19
intelijen	penyihir	0.2
intelijen	pelamar	0.17
intelijen	pemasok	0.29
intelijen	penanda	0.22
intelijen	pemikir	0.37
intelijen	saingan	0.28
intelijen	pembimbing	0.14
intelijen	petinggi	0.38
intelijen	pelaut	0.24
intelijen	pengrajin	0.11
intelijen	langganan	0.18
intelijen	pencinta	0.27
intelijen	kenalan	0.25
intelijen	penyidik	0.41
intelijen	pelacur	0.18
intelijen	pengirim	0.27
intelijen	perusak	0.26
intelijen	pendiam	0.17
intelijen	pemeluk	0.21
intelijen	penikmat	0.25
intelijen	pemangku	0.28
intelijen	perampok	0.24
intelijen	pelarian	0.27
intelijen	pengidap	0.05
intelijen	penunjuk	0.17
intelijen	pemuka	0.27
intelijen	pengemis	0.14
intelijen	pemusik	0.23
intelijen	sukarelawan	0.33
intelijen	penerbang	0.32
intelijen	pejalan	0.2
intelijen	petinju	0.27
intelijen	penyandang	0.17
intelijen	penanggung	0.25
intelijen	penolong	0.18
intelijen	jagoan	0.19
intelijen	penembak	0.29
intelijen	penipu	0.25
intelijen	penyelamat	0.33
intelijen	pendaftar	0.12
intelijen	pelari	0.13
intelijen	pengiring	0.13
intelijen	penata	0.29
intelijen	pengambil	0.27
intelijen	penuntut	0.24
intelijen	pembina	0.24
intelijen	tanggungan	0.11
intelijen	pencetus	0.17
intelijen	pemangsa	0.23
intelijen	penyebar	0.26
intelijen	pemesan	0.12
intelijen	dermawan	0.16
intelijen	pemeriksa	0.33
intelijen	negarawan	0.29
intelijen	pengukur	0.18
intelijen	penambang	0.18
intelijen	pembajak	0.22
intelijen	budayawan	0.26
intelijen	perekam	0.33
intelijen	penyayang	0.17
intelijen	pemukul	0.28
intelijen	perencana	0.36
intelijen	pengumpul	0.33
intelijen	wirausahawan	0.24
intelijen	penangkap	0.32
intelijen	penyelam	0.28
intelijen	pemasar	0.26
intelijen	pemalas	0.09
intelijen	penarik	0.13
intelijen	pengembara	0.18
intelijen	gerilyawan	0.36
intelijen	penggagas	0.23
intelijen	penyembah	0.13
intelijen	penilai	0.23
intelijen	penguji	0.15
intelijen	pengunjuk	0.09
intelijen	penyembuh	0.13
intelijen	rohaniwan	0.23
intelijen	pemanah	0.21
intelijen	penyelidik	0.43
intelijen	penampil	0.16
intelijen	peranakan	0.21
intelijen	suruhan	0.21
intelijen	usahawan	0.21
intelijen	pelapor	0.27
intelijen	pemahat	0.13
intelijen	penunggu	0.15
intelijen	penurut	0.13
intelijen	pengusul	0.17
intelijen	pemimpi	0.21
intelijen	penyusup	0.37
intelijen	pemungut	0.2
intelijen	penceramah	0.19
intelijen	penggarap	0.11
intelijen	pelupa	0.12
intelijen	perupa	0.09
intelijen	penyendiri	0.18
intelijen	pemateri	0.18
intelijen	penggali	0.26
intelijen	penukar	0.19
intelijen	penyabar	0.13
intelijen	pelempar	0.25
intelijen	pemborong	0.15
intelijen	pendemo	0.16
intelijen	pencerita	0.23
intelijen	penyelundup	0.32
intelijen	penganggur	0.18
intelijen	penggiling	0.09
intelijen	pengulas	0.25
intelijen	penagih	0.2
intelijen	hartawan	0.21
intelijen	perumus	0.31
intelijen	peniup	0.22
intelijen	penggalang	0.29
intelijen	pembenci	0.27
intelijen	pengkaji	0.37
intelijen	pembebas	0.2
intelijen	pemetik	0.18
intelijen	penjilat	0.24
intelijen	pencabut	0.19
intelijen	peramah	0.16
intelijen	pengukir	0.16
intelijen	pengejar	0.23
intelijen	pemerah	0.16
intelijen	wiraswastawan	0.21
intelijen	pemulia	0.19
intelijen	penendang	0.17
intelijen	penyimak	0.24
intelijen	pelestari	0.25
intelijen	penjemput	0.23
intelijen	pembaru	0.21
intelijen	penghayat	0.24
intelijen	pengadu	0.25
intelijen	pemasak	0.23
intelijen	pembobol	0.28
intelijen	penggemblengan	0.3
intelijen	penghasut	0.27
intelijen	penderma	0.16
intelijen	pemaksa	0.27
intelijen	peragu	0.18
intelijen	pengekor	0.22
intelijen	perayu	0.19
intelijen	pendebat	0.24
intelijen	penyuara	0.3
intelijen	pemimpinan	0.34
intelijen	penghadang	0.25
intelijen	pengasah	0.28
intelijen	pengutang	0.3
intelijen	pembisik	0.37
intelijen	pengetuk	0.19
intelijen	pemberang	0.26
intelijen	peneguh	0.27
intelijen	pewirausaha	0.26
intelijen	pencuriga	0.26
intelijen	pengalah	0.28
intelijen	pengalasan	0.24
intelijen	pengamuk	0.28
praktisi	pemain	0.32
praktisi	penduduk	0.18
praktisi	pengguna	0.4
praktisi	wisatawan	0.25
praktisi	penelitian	0.35
praktisi	pasangan	0.24
praktisi	penulis	0.47
praktisi	pemimpin	0.32
praktisi	peserta	0.4
praktisi	pengunjung	0.31
praktisi	penderita	0.35
praktisi	pembelajaran	0.32
praktisi	pelayanan	0.28
praktisi	kehilangan	0.13
praktisi	keturunan	0.21
praktisi	pemilik	0.38
praktisi	penyanyi	0.3
praktisi	karyawan	0.35
praktisi	pelanggan	0.32
praktisi	kelahiran	0.22
praktisi	perdagangan	0.28
praktisi	petani	0.37
praktisi	pekerja	0.4
praktisi	kepercayaan	0.3
praktisi	pemuda	0.31
praktisi	penumpang	0.18
praktisi	pimpinan	0.32
praktisi	pembaca	0.39
praktisi	kekurangan	0.18
praktisi	pejabat	0.39
praktisi	campuran	0.22
praktisi	pelaku	0.49
praktisi	peneliti	0.49
praktisi	pengusaha	0.5
praktisi	pendukung	0.35
praktisi	petunjuk	0.26
praktisi	pemenang	0.18
praktisi	petugas	0.42
praktisi	perbaikan	0.27
praktisi	pelatih	0.39
praktisi	pedagang	0.38
praktisi	pelajar	0.36
praktisi	pengurus	0.34
praktisi	jurusan	0.31
praktisi	ilmuwan	0.47
praktisi	pendiri	0.42
praktisi	angkatan	0.22
praktisi	sasaran	0.24
praktisi	pembuat	0.42
praktisi	penjual	0.37
praktisi	pengganti	0.18
praktisi	perwakilan	0.31
praktisi	lulusan	0.36
praktisi	pembeli	0.36
praktisi	penerima	0.26
praktisi	pergerakan	0.29
praktisi	pemegang	0.31
praktisi	penyedia	0.39
praktisi	penjaga	0.3
praktisi	pencari	0.29
praktisi	pembawa	0.24
praktisi	undangan	0.24
praktisi	cadangan	0.17
praktisi	pemeran	0.28
praktisi	bangsawan	0.22
praktisi	pembantu	0.24
praktisi	pengarang	0.35
praktisi	pengelola	0.46
praktisi	pejuang	0.36
praktisi	tahanan	0.23
praktisi	pengikut	0.31
praktisi	rombongan	0.18
praktisi	pengajar	0.51
praktisi	pendidik	0.48
praktisi	penghuni	0.2
praktisi	pengembang	0.44
praktisi	jajaran	0.36
praktisi	pembuka	0.2
praktisi	penari	0.28
praktisi	pemberi	0.32
praktisi	pelayan	0.23
praktisi	pendatang	0.27
praktisi	pembunuh	0.2
praktisi	penyelenggara	0.39
praktisi	turunan	0.19
praktisi	pelukis	0.32
praktisi	utusan	0.17
praktisi	pembiayaan	0.29
praktisi	pengacara	0.48
praktisi	perawat	0.43
praktisi	penganut	0.41
praktisi	pengamat	0.54
praktisi	penghubung	0.24
praktisi	pesaing	0.24
praktisi	pengawas	0.36
praktisi	penjahat	0.27
praktisi	pelaksana	0.42
praktisi	kebangsaan	0.21
praktisi	pembicara	0.45
praktisi	pengantar	0.25
praktisi	pendengar	0.3
praktisi	pendamping	0.35
praktisi	pewaris	0.19
praktisi	pengungsi	0.17
praktisi	pengendara	0.34
praktisi	pencuri	0.23
praktisi	pemburu	0.3
praktisi	pengawal	0.27
praktisi	penemu	0.33
praktisi	pengemudi	0.31
praktisi	penerjemah	0.32
praktisi	pemandu	0.32
praktisi	tawanan	0.12
praktisi	penegak	0.42
praktisi	penutur	0.25
praktisi	penyihir	0.32
praktisi	pelamar	0.25
praktisi	pemasok	0.29
praktisi	penanda	0.23
praktisi	pemikir	0.45
praktisi	saingan	0.19
praktisi	pembimbing	0.42
praktisi	petinggi	0.39
praktisi	pelaut	0.22
praktisi	pengrajin	0.37
praktisi	langganan	0.23
praktisi	pencinta	0.39
praktisi	kenalan	0.27
praktisi	penyidik	0.33
praktisi	pelacur	0.17
praktisi	pengirim	0.21
praktisi	perusak	0.15
praktisi	pendiam	0.15
praktisi	pemeluk	0.29
praktisi	penikmat	0.44
praktisi	pemangku	0.37
praktisi	perampok	0.17
praktisi	pelarian	0.14
praktisi	pengidap	0.28
praktisi	penunjuk	0.18
praktisi	pemuka	0.47
praktisi	pengemis	0.24
praktisi	pemusik	0.37
praktisi	sukarelawan	0.32
praktisi	penerbang	0.25
praktisi	pejalan	0.3
praktisi	petinju	0.29
praktisi	penyandang	0.31
praktisi	penanggung	0.34
praktisi	penolong	0.24
praktisi	jagoan	0.23
praktisi	penembak	0.26
praktisi	penipu	0.25
praktisi	penyelamat	0.29
praktisi	pendaftar	0.29
praktisi	pelari	0.36
praktisi	pengiring	0.18
praktisi	penata	0.34
praktisi	pengambil	0.37
praktisi	penuntut	0.33
praktisi	pembina	0.41
praktisi	tanggungan	0.17
praktisi	pencetus	0.3
praktisi	pemangsa	0.19
praktisi	penyebar	0.28
praktisi	pemesan	0.25
praktisi	dermawan	0.24
praktisi	pemeriksa	0.37
praktisi	negarawan	0.35
praktisi	pengukur	0.29
praktisi	penambang	0.24
praktisi	pembajak	0.15
praktisi	budayawan	0.44
praktisi	perekam	0.27
praktisi	penyayang	0.22
praktisi	pemukul	0.13
praktisi	perencana	0.47
praktisi	pengumpul	0.27
praktisi	wirausahawan	0.35
praktisi	penangkap	0.2
praktisi	penyelam	0.29
praktisi	pemasar	0.48
praktisi	pemalas	0.13
praktisi	penarik	0.24
praktisi	pengembara	0.27
praktisi	gerilyawan	0.19
praktisi	penggagas	0.36
praktisi	penyembah	0.24
praktisi	penilai	0.38
praktisi	penguji	0.37
praktisi	pengunjuk	0.22
praktisi	penyembuh	0.39
praktisi	rohaniwan	0.43
praktisi	pemanah	0.28
praktisi	penyelidik	0.33
praktisi	penampil	0.24
praktisi	peranakan	0.19
praktisi	suruhan	0.05
praktisi	usahawan	0.46
praktisi	pelapor	0.24
praktisi	pemahat	0.29
praktisi	penunggu	0.23
praktisi	penurut	0.18
praktisi	pengusul	0.28
praktisi	pemimpi	0.22
praktisi	penyusup	0.19
praktisi	pemungut	0.2
praktisi	penceramah	0.37
praktisi	penggarap	0.3
praktisi	pelupa	0.14
praktisi	perupa	0.34
praktisi	penyendiri	0.2
praktisi	pemateri	0.44
praktisi	penggali	0.24
praktisi	penukar	0.18
praktisi	penyabar	0.14
praktisi	pelempar	0.27
praktisi	pemborong	0.24
praktisi	pendemo	0.22
praktisi	pencerita	0.31
praktisi	penyelundup	0.17
praktisi	penganggur	0.18
praktisi	penggiling	0.2
praktisi	pengulas	0.32
praktisi	penagih	0.2
praktisi	hartawan	0.24
praktisi	perumus	0.36
praktisi	peniup	0.18
praktisi	penggalang	0.3
praktisi	pembenci	0.25
praktisi	pengkaji	0.43
praktisi	pembebas	0.14
praktisi	pemetik	0.22
praktisi	penjilat	0.2
praktisi	pencabut	0.24
praktisi	peramah	0.16
praktisi	pengukir	0.32
praktisi	pengejar	0.27
praktisi	pemerah	0.18
praktisi	wiraswastawan	0.37
praktisi	pemulia	0.37
praktisi	penendang	0.25
praktisi	penyimak	0.31
praktisi	pelestari	0.39
praktisi	penjemput	0.21
praktisi	pembaru	0.32
praktisi	penghayat	0.42
praktisi	pengadu	0.27
praktisi	pemasak	0.28
praktisi	pembobol	0.24
praktisi	penggemblengan	0.3
praktisi	penghasut	0.21
praktisi	penderma	0.18
praktisi	pemaksa	0.25
praktisi	peragu	0.16
praktisi	pengekor	0.3
praktisi	perayu	0.19
praktisi	pendebat	0.35
praktisi	penyuara	0.33
praktisi	pemimpinan	0.31
praktisi	penghadang	0.18
praktisi	pengasah	0.35
praktisi	pengutang	0.21
praktisi	pembisik	0.36
praktisi	pengetuk	0.23
praktisi	pemberang	0.23
praktisi	peneguh	0.35
praktisi	pewirausaha	0.43
praktisi	pencuriga	0.27
praktisi	pengalah	0.33
praktisi	pengalasan	0.32
praktisi	pengamuk	0.33
walikota	pemain	0.26
walikota	penduduk	0.34
walikota	pengguna	0.19
walikota	wisatawan	0.28
walikota	penelitian	0.19
walikota	pasangan	0.33
walikota	penulis	0.26
walikota	pemimpin	0.45
walikota	peserta	0.29
walikota	pengunjung	0.19
walikota	penderita	0.22
walikota	pembelajaran	0.13
walikota	pelayanan	0.23
walikota	kehilangan	0.18
walikota	keturunan	0.24
walikota	pemilik	0.33
walikota	penyanyi	0.32
walikota	karyawan	0.22
walikota	pelanggan	0.21
walikota	kelahiran	0.29
walikota	perdagangan	0.2
walikota	petani	0.28
walikota	pekerja	0.22
walikota	kepercayaan	0.18
walikota	pemuda	0.33
walikota	penumpang	0.25
walikota	pimpinan	0.38
walikota	pembaca	0.21
walikota	kekurangan	0.15
walikota	pejabat	0.53
walikota	campuran	0.19
walikota	pelaku	0.22
walikota	peneliti	0.26
walikota	pengusaha	0.39
walikota	pendukung	0.27
walikota	petunjuk	0.23
walikota	pemenang	0.3
walikota	petugas	0.33
walikota	perbaikan	0.23
walikota	pelatih	0.33
walikota	pedagang	0.34
walikota	pelajar	0.26
walikota	pengurus	0.39
walikota	jurusan	0.21
walikota	ilmuwan	0.26
walikota	pendiri	0.3
walikota	angkatan	0.23
walikota	sasaran	0.17
walikota	pembuat	0.26
walikota	penjual	0.26
walikota	pengganti	0.26
walikota	perwakilan	0.35
walikota	lulusan	0.26
walikota	pembeli	0.25
walikota	penerima	0.27
walikota	pergerakan	0.1
walikota	pemegang	0.29
walikota	penyedia	0.17
walikota	penjaga	0.28
walikota	pencari	0.16
walikota	pembawa	0.24
walikota	undangan	0.26
walikota	cadangan	0.1
walikota	pemeran	0.24
walikota	bangsawan	0.29
walikota	pembantu	0.26
walikota	pengarang	0.25
walikota	pengelola	0.33
walikota	pejuang	0.26
walikota	tahanan	0.2
walikota	pengikut	0.14
walikota	rombongan	0.25
walikota	pengajar	0.25
walikota	pendidik	0.28
walikota	penghuni	0.27
walikota	pengembang	0.26
walikota	jajaran	0.28
walikota	pembuka	0.26
walikota	penari	0.18
walikota	pemberi	0.23
walikota	pelayan	0.32
walikota	pendatang	0.21
walikota	pembunuh	0.23
walikota	penyelenggara	0.31
walikota	turunan	0.16
walikota	pelukis	0.28
walikota	utusan	0.33
walikota	pembiayaan	0.14
walikota	pengacara	0.31
walikota	perawat	0.2
walikota	penganut	0.16
walikota	pengamat	0.23
walikota	penghubung	0.23
walikota	pesaing	0.22
walikota	pengawas	0.35
walikota	penjahat	0.27
walikota	pelaksana	0.31
walikota	kebangsaan	0.25
walikota	pembicara	0.25
walikota	pengantar	0.27
walikota	pendengar	0.18
walikota	pendamping	0.26
walikota	pewaris	0.26
walikota	pengungsi	0.2
walikota	pengendara	0.27
walikota	pencuri	0.22
walikota	pemburu	0.22
walikota	pengawal	0.24
walikota	penemu	0.29
walikota	pengemudi	0.28
walikota	penerjemah	0.12
walikota	pemandu	0.23
walikota	tawanan	0.16
walikota	penegak	0.28
walikota	penutur	0.15
walikota	penyihir	0.24
walikota	pelamar	0.17
walikota	pemasok	0.23
walikota	penanda	0.2
walikota	pemikir	0.21
walikota	saingan	0.24
walikota	pembimbing	0.23
walikota	petinggi	0.32
walikota	pelaut	0.25
walikota	pengrajin	0.23
walikota	langganan	0.21
walikota	pencinta	0.12
walikota	kenalan	0.21
walikota	penyidik	0.25
walikota	pelacur	0.22
walikota	pengirim	0.22
walikota	perusak	0.18
walikota	pendiam	0.14
walikota	pemeluk	0.18
walikota	penikmat	0.16
walikota	pemangku	0.3
walikota	perampok	0.24
walikota	pelarian	0.18
walikota	pengidap	0.18
walikota	penunjuk	0.18
walikota	pemuka	0.35
walikota	pengemis	0.32
walikota	pemusik	0.26
walikota	sukarelawan	0.17
walikota	penerbang	0.18
walikota	pejalan	0.26
walikota	petinju	0.28
walikota	penyandang	0.26
walikota	penanggung	0.28
walikota	penolong	0.2
walikota	jagoan	0.26
walikota	penembak	0.2
walikota	penipu	0.16
walikota	penyelamat	0.22
walikota	pendaftar	0.13
walikota	pelari	0.26
walikota	pengiring	0.13
walikota	penata	0.25
walikota	pengambil	0.28
walikota	penuntut	0.17
walikota	pembina	0.32
walikota	tanggungan	0.14
walikota	pencetus	0.17
walikota	pemangsa	0.14
walikota	penyebar	0.14
walikota	pemesan	0.18
walikota	dermawan	0.27
walikota	pemeriksa	0.21
walikota	negarawan	0.35
walikota	pengukur	0.18
walikota	penambang	0.22
walikota	pembajak	0.11
walikota	budayawan	0.26
walikota	perekam	0.22
walikota	penyayang	0.18
walikota	pemukul	0.2
walikota	perencana	0.31
walikota	pengumpul	0.23
walikota	wirausahawan	0.26
walikota	penangkap	0.22
walikota	penyelam	0.16
walikota	pemasar	0.12
walikota	pemalas	0.1
walikota	penarik	0.21
walikota	pengembara	0.13
walikota	gerilyawan	0.21
walikota	penggagas	0.28
walikota	penyembah	0.14
walikota	penilai	0.29
walikota	penguji	0.14
walikota	pengunjuk	0.3
walikota	penyembuh	0.16
walikota	rohaniwan	0.2
walikota	pemanah	0.2
walikota	penyelidik	0.19
walikota	penampil	0.18
walikota	peranakan	0.14
walikota	suruhan	0.19
walikota	usahawan	0.29
walikota	pelapor	0.25
walikota	pemahat	0.16
walikota	penunggu	0.14
walikota	penurut	0.13
walikota	pengusul	0.24
walikota	pemimpi	0.27
walikota	penyusup	0.19
walikota	pemungut	0.31
walikota	penceramah	0.23
walikota	penggarap	0.19
walikota	pelupa	0.13
walikota	perupa	0.19
walikota	penyendiri	0.13
walikota	pemateri	0.19
walikota	penggali	0.18
walikota	penukar	0.12
walikota	penyabar	0.17
walikota	pelempar	0.23
walikota	pemborong	0.3
walikota	pendemo	0.34
walikota	pencerita	0.2
walikota	penyelundup	0.19
walikota	penganggur	0.17
walikota	penggiling	0.2
walikota	pengulas	0.22
walikota	penagih	0.2
walikota	hartawan	0.25
walikota	perumus	0.19
walikota	peniup	0.18
walikota	penggalang	0.24
walikota	pembenci	0.21
walikota	pengkaji	0.15
walikota	pembebas	0.17
walikota	pemetik	0.16
walikota	penjilat	0.25
walikota	pencabut	0.15
walikota	peramah	0.2
walikota	pengukir	0.25
walikota	pengejar	0.19
walikota	pemerah	0.21
walikota	wiraswastawan	0.27
walikota	pemulia	0.24
walikota	penendang	0.21
walikota	penyimak	0.11
walikota	pelestari	0.24
walikota	penjemput	0.16
walikota	pembaru	0.22
walikota	penghayat	0.18
walikota	pengadu	0.25
walikota	pemasak	0.17
walikota	pembobol	0.19
walikota	penggemblengan	0.1
walikota	penghasut	0.25
walikota	penderma	0.25
walikota	pemaksa	0.15
walikota	peragu	0.22
walikota	pengekor	0.18
walikota	perayu	0.19
walikota	pendebat	0.19
walikota	penyuara	0.25
walikota	pemimpinan	0.38
walikota	penghadang	0.24
walikota	pengasah	0.18
walikota	pengutang	0.23
walikota	pembisik	0.28
walikota	pengetuk	0.26
walikota	pemberang	0.32
walikota	peneguh	0.18
walikota	pewirausaha	0.21
walikota	pencuriga	0.28
walikota	pengalah	0.31
walikota	pengalasan	0.31
walikota	pengamuk	0.3
finalis	pemain	0.32
finalis	penduduk	0.17
finalis	pengguna	0.2
finalis	wisatawan	0.25
finalis	penelitian	0.22
finalis	pasangan	0.26
finalis	penulis	0.33
finalis	pemimpin	0.28
finalis	peserta	0.51
finalis	pengunjung	0.24
finalis	penderita	0.17
finalis	pembelajaran	0.25
finalis	pelayanan	0.15
finalis	kehilangan	0.16
finalis	keturunan	0.23
finalis	pemilik	0.24
finalis	penyanyi	0.43
finalis	karyawan	0.24
finalis	pelanggan	0.2
finalis	kelahiran	0.24
finalis	perdagangan	0.08
finalis	petani	0.18
finalis	pekerja	0.19
finalis	kepercayaan	0.21
finalis	pemuda	0.26
finalis	penumpang	0.24
finalis	pimpinan	0.23
finalis	pembaca	0.29
finalis	kekurangan	0.15
finalis	pejabat	0.23
finalis	campuran	0.23
finalis	pelaku	0.23
finalis	peneliti	0.26
finalis	pengusaha	0.26
finalis	pendukung	0.32
finalis	petunjuk	0.22
finalis	pemenang	0.61
finalis	petugas	0.19
finalis	perbaikan	0.16
finalis	pelatih	0.32
finalis	pedagang	0.14
finalis	pelajar	0.32
finalis	pengurus	0.24
finalis	jurusan	0.27
finalis	ilmuwan	0.23
finalis	pendiri	0.27
finalis	angkatan	0.28
finalis	sasaran	0.18
finalis	pembuat	0.19
finalis	penjual	0.2
finalis	pengganti	0.2
finalis	perwakilan	0.42
finalis	lulusan	0.3
finalis	pembeli	0.23
finalis	penerima	0.31
finalis	pergerakan	0.12
finalis	pemegang	0.25
finalis	penyedia	0.29
finalis	penjaga	0.18
finalis	pencari	0.2
finalis	pembawa	0.36
finalis	undangan	0.32
finalis	cadangan	0.21
finalis	pemeran	0.33
finalis	bangsawan	0.19
finalis	pembantu	0.19
finalis	pengarang	0.31
finalis	pengelola	0.23
finalis	pejuang	0.27
finalis	tahanan	0.16
finalis	pengikut	0.19
finalis	rombongan	0.28
finalis	pengajar	0.29
finalis	pendidik	0.22
finalis	penghuni	0.32
finalis	pengembang	0.23
finalis	jajaran	0.31
finalis	pembuka	0.24
finalis	penari	0.33
finalis	pemberi	0.19
finalis	pelayan	0.2
finalis	pendatang	0.3
finalis	pembunuh	0.21
finalis	penyelenggara	0.36
finalis	turunan	0.16
finalis	pelukis	0.28
finalis	utusan	0.29
finalis	pembiayaan	0.17
finalis	pengacara	0.21
finalis	perawat	0.14
finalis	penganut	0.23
finalis	pengamat	0.24
finalis	penghubung	0.14
finalis	pesaing	0.29
finalis	pengawas	0.17
finalis	penjahat	0.11
finalis	pelaksana	0.27
finalis	kebangsaan	0.2
finalis	pembicara	0.29
finalis	pengantar	0.21
finalis	pendengar	0.25
finalis	pendamping	0.27
finalis	pewaris	0.19
finalis	pengungsi	0.15
finalis	pengendara	0.14
finalis	pencuri	0.11
finalis	pemburu	0.22
finalis	pengawal	0.23
finalis	penemu	0.22
finalis	pengemudi	0.18
finalis	penerjemah	0.17
finalis	pemandu	0.28
finalis	tawanan	0.17
finalis	penegak	0.13
finalis	penutur	0.12
finalis	penyihir	0.21
finalis	pelamar	0.3
finalis	pemasok	0.19
finalis	penanda	0.19
finalis	pemikir	0.25
finalis	saingan	0.28
finalis	pembimbing	0.24
finalis	petinggi	0.27
finalis	pelaut	0.18
finalis	pengrajin	0.21
finalis	langganan	0.32
finalis	pencinta	0.2
finalis	kenalan	0.21
finalis	penyidik	0.15
finalis	pelacur	0.19
finalis	pengirim	0.26
finalis	perusak	0.17
finalis	pendiam	0.13
finalis	pemeluk	0.2
finalis	penikmat	0.25
finalis	pemangku	0.17
finalis	perampok	0.1
finalis	pelarian	0.15
finalis	pengidap	0.18
finalis	penunjuk	0.21
finalis	pemuka	0.18
finalis	pengemis	0.13
finalis	pemusik	0.26
finalis	sukarelawan	0.23
finalis	penerbang	0.24
finalis	pejalan	0.16
finalis	petinju	0.26
finalis	penyandang	0.27
finalis	penanggung	0.2
finalis	penolong	0.18
finalis	jagoan	0.31
finalis	penembak	0.13
finalis	penipu	0.12
finalis	penyelamat	0.26
finalis	pendaftar	0.33
finalis	pelari	0.26
finalis	pengiring	0.24
finalis	penata	0.24
finalis	pengambil	0.23
finalis	penuntut	0.16
finalis	pembina	0.29
finalis	tanggungan	0.18
finalis	pencetus	0.23
finalis	pemangsa	0.21
finalis	penyebar	0.19
finalis	pemesan	0.26
finalis	dermawan	0.03
finalis	pemeriksa	0.17
finalis	negarawan	0.13
finalis	pengukur	0.13
finalis	penambang	0.2
finalis	pembajak	0.13
finalis	budayawan	0.23
finalis	perekam	0.15
finalis	penyayang	0.14
finalis	pemukul	0.07
finalis	perencana	0.21
finalis	pengumpul	0.18
finalis	wirausahawan	0.22
finalis	penangkap	0.19
finalis	penyelam	0.26
finalis	pemasar	0.21
finalis	pemalas	0.09
finalis	penarik	0.2
finalis	pengembara	0.16
finalis	gerilyawan	0.2
finalis	penggagas	0.34
finalis	penyembah	0.19
finalis	penilai	0.31
finalis	penguji	0.23
finalis	pengunjuk	0.2
finalis	penyembuh	0.14
finalis	rohaniwan	0.16
finalis	pemanah	0.24
finalis	penyelidik	0.17
finalis	penampil	0.45
finalis	peranakan	0.21
finalis	suruhan	0.07
finalis	usahawan	0.2
finalis	pelapor	0.2
finalis	pemahat	0.18
finalis	penunggu	0.15
finalis	penurut	0.06
finalis	pengusul	0.17
finalis	pemimpi	0.21
finalis	penyusup	0.2
finalis	pemungut	0.21
finalis	penceramah	0.17
finalis	penggarap	0.18
finalis	pelupa	0.06
finalis	perupa	0.36
finalis	penyendiri	0.16
finalis	pemateri	0.31
finalis	penggali	0.22
finalis	penukar	0.11
finalis	penyabar	0.05
finalis	pelempar	0.18
finalis	pemborong	0.19
finalis	pendemo	0.21
finalis	pencerita	0.18
finalis	penyelundup	0.16
finalis	penganggur	0.1
finalis	penggiling	0.05
finalis	pengulas	0.23
finalis	penagih	0.1
finalis	hartawan	0.11
finalis	perumus	0.25
finalis	peniup	0.14
finalis	penggalang	0.27
finalis	pembenci	0.18
finalis	pengkaji	0.23
finalis	pembebas	0.12
finalis	pemetik	0.19
finalis	penjilat	0.14
finalis	pencabut	0.07
finalis	peramah	0.13
